Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Order Date,Customer Name,City,Promo Code,Full Product
715,41183,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,100,200,86,547,116,28,61,202,55,2012-10-01, alice ,new york,,Beans - Decaf Irish Cream
860,41183,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,40,60,50,100,40,881,59,11,36,99,23,2012-10-01,,DELHI,,Leaves - Darjeeling
959,41183,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,40,60,24,806,36,6,18,60,18,2012-10-01,  john   doe ,LoNDoN,SAVE10,Leaves - Green Tea
959,41183,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,40,50,30,90,79,593,98,30,34,177,64,2012-10-01,MARY ann,sydney,,Leaves - Lemon
860,41183,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,30,50,50,80,65,1053,77,20,35,142,42,2012-10-01,roBERT  SMITH,new york,,Leaves - Mint
203,41183,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,90,40,130,60,606,84,54,1,144,83,2012-10-01, alice ,DELHI,,Beans - Caffe Mocha
860,41183,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,30,60,50,90,47,375,64,15,21,111,43,2012-10-01,,LoNDoN,,Beans - Decaf Espresso
860,41183,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,100,160,130,260,125,1119,188,41,115,313,73,2012-10-01,  john   doe ,sydney,,Beans - Colombian
850,41183,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,60,50,100,38,871,56,10,35,94,21,2012-10-01,MARY ann,new york,SAVE10,Leaves - Darjeeling
863,41183,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,70,60,120,48,851,70,13,46,118,24,2012-10-01,roBERT  SMITH,DELHI,,Leaves - Green Tea
386,41183,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,0,20,20,20,22,573,29,7,10,51,19,2012-10-01, alice ,LoNDoN,,Leaves - Chamomile
850,41183,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,30,30,20,60,56,385,70,21,16,126,54,2012-10-01,,sydney,,Leaves - Lemon
305,41183,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,40,50,40,90,80,1055,94,24,48,174,46,2012-10-01,  john   doe ,new york,,Leaves - Mint
239,41183,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,80,130,50,210,96,683,134,87,18,230,116,2012-10-01,MARY ann,DELHI,,Beans - Caffe Mocha
239,41183,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,110,90,180,86,547,116,28,60,202,56,2012-10-01,roBERT  SMITH,LoNDoN,SAVE10,Beans - Decaf Espresso
561,41183,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,70,110,90,180,91,656,127,28,76,218,51,2012-10-01, alice ,sydney,,Beans - Decaf Irish Cream
407,41183,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,60,110,90,170,82,788,123,27,64,205,59,2012-10-01,,new york,,Beans - Colombian
508,41183,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,50,50,70,27,859,39,7,20,66,19,2012-10-01,  john   doe ,DELHI,,Leaves - Darjeeling
413,41183,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,30,50,21,480,32,5,15,53,17,2012-10-01,MARY ann,LoNDoN,,Leaves - Green Tea
781,41183,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,30,20,60,54,404,66,20,13,120,53,2012-10-01,roBERT  SMITH,sydney,,Leaves - Lemon
774,41183,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,70,30,100,51,542,65,46,-11,116,76,2012-10-01, alice ,new york,SAVE10,Beans - Caffe Mocha
781,41183,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,160,120,300,161,1267,161,45,92,322,69,2012-10-01,,DELHI,,Beans - Regular Espresso
857,41183,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,50,350,330,400,72,-3004,402,23,348,474,54,2012-10-01,  john   doe ,LoNDoN,,Beans - Colombian
603,41183,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,30,50,21,846,31,5,14,52,17,2012-10-01,MARY ann,sydney,,Leaves - Darjeeling
603,41183,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,40,40,0,430,43,0,32,43,11,2012-10-01,roBERT  SMITH,new york,,Leaves - Green Tea
603,41183,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,10,30,20,40,34,240,43,12,-3,77,46,2012-10-01, alice ,DELHI,,Leaves - Lemon
603,41183,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,30,60,30,90,45,320,64,41,-7,109,71,2012-10-01,,LoNDoN,SAVE10,Beans - Caffe Mocha
603,41183,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,10,30,10,40,25,209,31,9,-12,56,43,2012-10-01,  john   doe ,sydney,,Beans - Regular Espresso
603,41183,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,30,60,50,90,45,447,69,14,24,114,45,2012-10-01,MARY ann,new york,,Beans - Colombian
603,41183,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,30,60,60,90,49,310,71,15,33,120,38,2012-10-01,roBERT  SMITH,DELHI,,Beans - Amaretto
516,41183,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,110,170,140,280,108,971,157,30,115,265,42,2012-10-01, alice ,LoNDoN,,Leaves - Darjeeling
716,41183,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,130,190,160,320,123,915,179,34,134,302,45,2012-10-01,,sydney,,Leaves - Earl Grey
518,41183,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,120,100,200,76,580,111,21,78,187,33,2012-10-01,  john   doe ,new york,SAVE10,Leaves - Green Tea
845,41183,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,140,150,70,290,255,1622,258,96,129,513,129,2012-10-01,MARY ann,DELHI,,Leaves - Lemon
315,41183,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,130,-50,-100,80,239,4360,-75,74,-170,164,95,2012-10-01,roBERT  SMITH,LoNDoN,,Leaves - Mint
845,41183,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-60,-170,50,125,3142,-56,113,-202,69,146,2012-10-01, alice ,sydney,,Beans - Caffe Mocha
718,41183,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,210,510,450,720,239,1197,526,66,435,765,91,2012-10-01,,new york,,Beans - Regular Espresso
315,41183,East,Major Market,Colombian,Beans,Coffee,New York,Regular,210,330,230,540,260,2548,390,91,247,650,143,2012-10-01,  john   doe ,DELHI,,Beans - Colombian
225,41183,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,70,90,80,160,48,829,71,13,47,119,24,2012-10-01,MARY ann,LoNDoN,SAVE10,Beans - Colombian
225,41183,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,90,80,160,48,851,70,13,45,118,25,2012-10-01,roBERT  SMITH,sydney,,Beans - Decaf Irish Cream
225,41183,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,80,130,110,210,103,564,133,33,87,236,46,2012-10-01, alice ,new york,,Leaves - Chamomile
504,41183,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,90,60,150,79,593,98,30,34,177,64,2012-10-01,,DELHI,,Leaves - Lemon
318,41183,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,30,60,10,90,60,-762,84,54,1,144,83,2012-10-01,  john   doe ,LoNDoN,,Beans - Caffe Latte
985,41183,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,70,70,100,60,329,99,18,58,159,41,2012-10-01,MARY ann,sydney,,Beans - Caffe Mocha
318,41183,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,20,40,40,60,46,449,67,14,30,113,37,2012-10-01,roBERT  SMITH,new york,SAVE10,Beans - Decaf Espresso
505,41183,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,110,80,160,45,447,69,14,23,114,46,2012-10-01, alice ,DELHI,,Beans - Colombian
505,41183,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,110,40,10,150,86,1698,23,26,-26,109,49,2012-10-01,,LoNDoN,,Beans - Decaf Irish Cream
505,41183,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,30,40,21,846,31,5,14,52,17,2012-10-01,  john   doe ,sydney,,Leaves - Chamomile
505,41183,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,10,40,30,50,31,1000,37,9,6,68,31,2012-10-01,MARY ann,new york,,Leaves - Lemon
505,41183,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,10,20,10,30,25,-466,31,9,-12,56,43,2012-10-01,roBERT  SMITH,DELHI,,Beans - Caffe Latte
505,41183,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,20,40,10,60,45,320,64,41,-6,109,70,2012-10-01, alice ,LoNDoN,SAVE10,Beans - Caffe Mocha
505,41183,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,20,30,20,50,39,244,53,12,14,92,39,2012-10-01,,sydney,,Beans - Decaf Espresso
918,41183,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,130,160,140,290,90,572,115,29,74,205,41,2012-10-01,  john   doe ,new york,,Beans - Colombian
918,41183,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,60,90,27,859,39,7,21,66,18,2012-10-01,MARY ann,DELHI,,Beans - Decaf Irish Cream
405,41183,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,40,70,50,110,56,385,70,21,16,126,54,2012-10-01,roBERT  SMITH,LoNDoN,,Leaves - Chamomile
405,41183,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,120,40,200,96,683,134,87,17,230,117,2012-10-01, alice ,sydney,,Leaves - Lemon
405,41183,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,50,80,70,130,91,-1785,127,28,76,218,51,2012-10-01,,new york,SAVE10,Beans - Caffe Latte
405,41183,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,0,30,30,30,21,480,32,5,15,53,17,2012-10-01,  john   doe ,DELHI,,Beans - Caffe Mocha
405,41183,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,50,80,60,130,82,788,123,27,65,205,58,2012-10-01,MARY ann,LoNDoN,,Beans - Decaf Espresso
936,41183,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,350,420,340,770,239,1246,281,74,185,520,96,2012-10-01,roBERT  SMITH,sydney,,Beans - Colombian
214,41183,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,40,90,80,130,39,541,51,12,26,90,25,2012-10-01, alice ,new york,,Beans - Decaf Irish Cream
713,41183,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,30,80,70,110,52,405,71,17,26,123,45,2012-10-01,,DELHI,,Leaves - Chamomile
409,41183,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,60,50,90,43,419,64,13,28,107,36,2012-10-01,  john   doe ,LoNDoN,SAVE10,Leaves - Lemon
832,41183,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,50,110,72,-868,110,23,55,182,55,2012-10-01,MARY ann,sydney,,Beans - Caffe Latte
210,41183,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,70,120,100,190,123,915,179,34,133,302,46,2012-10-01,roBERT  SMITH,new york,,Beans - Caffe Mocha
915,41183,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,40,80,80,120,76,580,111,21,78,187,33,2012-10-01, alice ,DELHI,,Beans - Decaf Espresso
801,41183,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,30,60,60,90,49,310,71,15,33,120,38,2012-10-01,,LoNDoN,,Leaves - Chamomile
435,41183,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,20,70,60,90,45,447,69,14,23,114,46,2012-10-01,  john   doe ,sydney,,Leaves - Lemon
435,41183,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,60,20,0,80,86,1698,23,26,-27,109,50,2012-10-01,MARY ann,new york,SAVE10,Leaves - Mint
801,41183,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,10,40,20,50,45,320,64,41,-6,109,70,2012-10-01,roBERT  SMITH,DELHI,,Leaves - Darjeeling
435,41183,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,10,30,20,40,39,244,53,12,14,92,39,2012-10-01, alice ,LoNDoN,,Leaves - Earl Grey
435,41183,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,0,20,10,20,25,209,31,9,-12,56,43,2012-10-01,,sydney,,Leaves - Green Tea
435,41183,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,90,200,65,1053,77,20,36,142,41,2012-10-01,  john   doe ,new york,,Beans - Amaretto
435,41183,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,100,80,150,47,375,64,15,22,111,42,2012-10-01,MARY ann,DELHI,,Beans - Colombian
435,41183,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,160,120,260,79,593,98,30,34,177,64,2012-10-01,roBERT  SMITH,LoNDoN,SAVE10,Beans - Decaf Irish Cream
801,41183,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,20,40,40,60,32,833,47,8,28,79,19,2012-10-01, alice ,sydney,,Beans - Caffe Latte
801,41183,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,80,130,110,210,103,564,133,33,87,236,46,2012-10-01,,new york,,Beans - Caffe Mocha
435,41183,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,20,60,60,80,40,881,59,11,37,99,22,2012-10-01,  john   doe ,DELHI,,Beans - Decaf Espresso
661,41183,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,120,210,108,971,157,30,115,265,42,2012-10-01,MARY ann,LoNDoN,,Leaves - Chamomile
562,41183,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,190,220,170,410,239,1246,281,74,186,520,95,2012-10-01,roBERT  SMITH,sydney,,Leaves - Lemon
209,41183,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,20,40,40,60,39,541,51,12,26,90,25,2012-10-01, alice ,new york,SAVE10,Leaves - Mint
562,41183,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,50,90,80,140,123,915,179,34,134,302,45,2012-10-01,,DELHI,,Leaves - Darjeeling
209,41183,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,30,50,50,80,76,580,111,21,79,187,32,2012-10-01,  john   doe ,LoNDoN,,Leaves - Earl Grey
562,41183,West,Major Market,Green Tea,Leaves,Tea,California,Regular,20,60,50,80,72,650,110,23,56,182,54,2012-10-01,MARY ann,sydney,,Leaves - Green Tea
818,41183,West,Major Market,Amaretto,Beans,Coffee,California,Regular,170,-20,-60,150,122,2555,-13,39,-74,109,61,2012-10-01,roBERT  SMITH,new york,,Beans - Amaretto
626,41183,West,Major Market,Colombian,Beans,Coffee,California,Regular,380,580,470,960,260,2548,390,91,247,650,143,2012-10-01, alice ,DELHI,,Beans - Colombian
951,41183,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,220,-30,-100,190,154,3654,-24,50,-117,130,93,2012-10-01,,LoNDoN,SAVE10,Beans - Decaf Irish Cream
562,41183,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,210,220,160,430,239,1755,239,66,149,478,90,2012-10-01,  john   doe ,sydney,,Beans - Caffe Latte
562,41183,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,50,270,125,898,173,113,27,298,146,2012-10-01,MARY ann,new york,,Beans - Caffe Mocha
714,41183,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,230,320,240,550,257,1662,341,84,225,598,116,2012-10-01,roBERT  SMITH,DELHI,,Beans - Decaf Espresso
775,41183,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,90,150,60,240,125,898,173,113,26,298,147,2012-10-01, alice ,LoNDoN,,Leaves - Chamomile
702,41183,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,120,170,120,290,154,1132,213,50,120,367,93,2012-10-01,,sydney,,Leaves - Lemon
702,41183,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,90,150,130,240,122,789,176,39,114,298,62,2012-10-01,  john   doe ,new york,SAVE10,Leaves - Mint
702,41183,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,110,180,130,290,257,1662,341,84,224,598,117,2012-10-01,MARY ann,DELHI,,Leaves - Darjeeling
775,41183,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,110,120,80,230,239,1755,239,66,149,478,90,2012-10-01,roBERT  SMITH,LoNDoN,,Leaves - Earl Grey
702,41183,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,110,-110,-170,0,255,7058,-255,96,-363,21,129,2012-10-01, alice ,sydney,,Leaves - Green Tea
775,41183,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,30,100,34,240,43,12,-2,77,45,2012-10-01,,new york,,Beans - Colombian
775,41183,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,60,50,90,31,1000,37,9,7,68,30,2012-10-01,  john   doe ,DELHI,,Beans - Decaf Irish Cream
702,41183,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,30,30,30,0,430,43,0,32,43,11,2012-10-01,MARY ann,LoNDoN,SAVE10,Beans - Caffe Latte
702,41183,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,20,20,30,21,846,31,5,14,52,17,2012-10-01,roBERT  SMITH,sydney,,Beans - Caffe Mocha
702,41183,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,30,40,23,800,35,6,17,58,18,2012-10-01, alice ,new york,,Beans - Decaf Espresso
971,41183,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,10,30,30,40,25,820,36,7,17,61,19,2012-10-01,,DELHI,,Leaves - Chamomile
971,41183,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,60,100,90,160,90,572,115,29,73,205,42,2012-10-01,  john   doe ,LoNDoN,,Leaves - Lemon
541,41183,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,0,20,20,20,21,480,32,5,16,53,16,2012-10-01,MARY ann,sydney,,Leaves - Darjeeling
971,41183,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,30,60,50,90,82,788,123,27,64,205,59,2012-10-01,roBERT  SMITH,new york,SAVE10,Leaves - Earl Grey
971,41183,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,40,60,50,100,91,656,127,28,76,218,51,2012-10-01, alice ,DELHI,,Leaves - Green Tea
971,41183,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,70,100,50,170,51,503,71,46,-5,122,76,2012-10-01,,LoNDoN,,Beans - Amaretto
971,41183,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,80,130,90,210,60,463,84,19,21,144,63,2012-10-01,  john   doe ,sydney,,Beans - Colombian
971,41183,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,100,80,150,43,419,64,13,29,107,35,2012-10-01,MARY ann,new york,,Beans - Decaf Irish Cream
503,41183,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,60,40,100,54,404,66,20,12,120,54,2012-10-01,roBERT  SMITH,DELHI,,Beans - Caffe Latte
971,41183,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,30,70,60,100,52,405,71,17,27,123,44,2012-10-01, alice ,LoNDoN,SAVE10,Beans - Caffe Mocha
503,41183,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,150,110,290,161,1267,161,45,91,322,70,2012-10-01,,sydney,,Beans - Decaf Espresso
206,41183,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,160,130,250,125,1119,188,41,115,313,73,2012-10-01,  john   doe ,new york,,Leaves - Chamomile
425,41183,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,60,60,90,48,829,71,13,47,119,24,2012-10-01,MARY ann,DELHI,,Leaves - Lemon
206,41183,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,20,50,40,70,60,329,99,18,57,159,42,2012-10-01,roBERT  SMITH,LoNDoN,,Leaves - Darjeeling
360,41183,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,30,30,50,46,449,67,14,31,113,36,2012-10-01, alice ,sydney,,Leaves - Earl Grey
206,41183,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,20,40,10,60,60,606,84,54,0,144,84,2012-10-01,,new york,SAVE10,Leaves - Green Tea
206,41183,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,90,140,110,230,68,438,99,21,56,167,43,2012-10-01,  john   doe ,DELHI,,Beans - Colombian
425,41183,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,140,190,100,330,96,683,134,87,17,230,117,2012-10-01,MARY ann,LoNDoN,,Beans - Decaf Irish Cream
206,41183,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,10,20,20,30,22,573,29,7,10,51,19,2012-10-01,roBERT  SMITH,sydney,,Beans - Caffe Latte
253,41183,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,40,70,50,110,56,385,70,21,16,126,54,2012-10-01, alice ,new york,,Beans - Caffe Mocha
253,41183,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,90,80,150,80,1055,94,24,48,174,46,2012-10-01,,DELHI,,Beans - Decaf Espresso
719,41214,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,70,90,60,160,88,561,112,29,70,200,42,2012-11-01,  john   doe ,LoNDoN,SAVE10,Leaves - Green Tea
970,41214,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,170,160,100,330,181,1283,182,50,107,363,75,2012-11-01,MARY ann,sydney,,Leaves - Chamomile
303,41214,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,52,509,73,47,-4,125,77,2012-11-01,roBERT  SMITH,new york,,Leaves - Lemon
720,41214,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,70,40,120,59,411,79,19,32,138,47,2012-11-01, alice ,DELHI,,Leaves - Mint
719,41214,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,55,410,69,20,15,124,54,2012-11-01,,LoNDoN,,Leaves - Darjeeling
719,41214,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,57,1042,68,17,29,125,39,2012-11-01,  john   doe ,sydney,,Leaves - Earl Grey
303,41214,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,90,150,100,240,75,659,114,24,58,189,56,2012-11-01,MARY ann,new york,SAVE10,Beans - Decaf Espresso
303,41214,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,90,70,150,50,589,73,14,48,123,25,2012-11-01,roBERT  SMITH,DELHI,,Beans - Caffe Mocha
970,41214,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,110,80,190,81,984,117,22,84,198,33,2012-11-01, alice ,LoNDoN,,Beans - Decaf Irish Cream
970,41214,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,170,130,280,118,930,172,33,128,290,44,2012-11-01,,sydney,,Beans - Amaretto
970,41214,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,30,60,40,90,40,536,52,13,27,92,25,2012-11-01,  john   doe ,new york,,Beans - Colombian
312,41214,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,150,110,260,118,930,172,33,127,290,45,2012-11-01,MARY ann,DELHI,,Leaves - Chamomile
773,41214,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,30,50,30,80,40,536,52,13,27,92,25,2012-11-01,roBERT  SMITH,LoNDoN,SAVE10,Leaves - Lemon
630,41214,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,70,110,80,180,81,984,117,22,84,198,33,2012-11-01, alice ,sydney,,Leaves - Mint
847,41214,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,60,40,100,50,589,73,14,48,123,25,2012-11-01,,new york,,Leaves - Darjeeling
630,41214,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,50,150,75,659,114,24,59,189,55,2012-11-01,  john   doe ,DELHI,,Leaves - Earl Grey
847,41214,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,270,200,540,211,1778,212,59,129,423,83,2012-11-01,MARY ann,LoNDoN,,Beans - Decaf Espresso
224,41214,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,390,290,680,228,1691,304,75,196,532,108,2012-11-01,roBERT  SMITH,sydney,,Beans - Caffe Mocha
815,41214,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,160,110,270,113,803,165,36,106,278,59,2012-11-01, alice ,new york,SAVE10,Beans - Decaf Irish Cream
815,41214,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,173,1150,239,57,139,412,100,2012-11-01,,DELHI,,Beans - Colombian
712,41214,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,280,180,490,228,1691,304,75,196,532,108,2012-11-01,  john   doe ,LoNDoN,,Leaves - Chamomile
712,41214,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,150,100,250,113,803,165,36,107,278,58,2012-11-01,MARY ann,sydney,,Leaves - Lemon
712,41214,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,170,180,110,350,211,1778,212,59,129,423,83,2012-11-01,roBERT  SMITH,new york,,Leaves - Darjeeling
319,41214,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,200,250,130,450,245,1784,300,93,173,545,127,2012-11-01, alice ,DELHI,,Leaves - Earl Grey
515,41214,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,40,70,22,802,34,6,16,56,18,2012-11-01,,LoNDoN,SAVE10,Beans - Caffe Mocha
712,41214,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,387,43,0,31,43,12,2012-11-01,  john   doe ,sydney,,Beans - Decaf Espresso
641,41214,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,20,10,20,10,596,13,3,-3,23,16,2012-11-01,MARY ann,new york,,Beans - Decaf Irish Cream
563,41214,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,20,10,30,15,848,24,4,8,39,16,2012-11-01,roBERT  SMITH,DELHI,,Beans - Amaretto
563,41214,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,29,1003,35,8,5,64,30,2012-11-01, alice ,LoNDoN,,Beans - Colombian
